resolution_id,resolution_number,year,file_id,movie_id,pur_number,cpnd_number,incentive_article,resolution_type,investor_name,investor_rnc,local_company,producer_rnc,foreign_producer,film_title,request_date,resolution_date,validated_expenses_dop,tax_credit_dop,tax_credit_pct,total_budget_approved,total_budget_executed,extraction_confidence,needs_review,review_reasons,manually_reviewed,manual_note,source_file
1735,CIPAC-2023-118,2023,,,848,504,art_34,approved,"CPS, S.R.L.",1-01-56304-4,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,MILLY: LA VIDA ES UNA SOLA,2023-01-27,2023-03-02,1450000.0,1450000.0,100.0,115002767.0,71123243.0,1.0,0,,0,,resolucion-cipac-no-2023-118_validacion-de-inversion-c-p-s-s-r-l-milly-la-vida-es-una-sola.pdf
1736,CIPAC-2023-119,2023,,,848,504,art_34,approved,"AEROPAQ, S.R.L.",1-01-68431-3,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,MILLY: LA VIDA ES UNA SOLA,2023-01-27,2023-03-02,2170000.0,2170000.0,100.0,115002767.0,71123243.0,1.0,0,,0,,resolucion-cipac-no-2023-119_validacion-de-inversion-aeropaq-s-r-l-milly-la-vida-es-una-vida.pdf
1737,CIPAC-2023-120,2023,,,848,504,art_34,approved,"IDC CONSTRUCCIÓN, S.R.L.",1-30-68454-5,"PRODUCCIONES LÍNEA ESPIRAL, S.R.L.",1-22-01660-2,,MILLY: LA VIDA ES UNA SOLA,2023-01-27,2023-03-02,9500000.0,9500000.0,100.0,115002767.0,71123243.0,1.0,0,,0,,resolucion-cipac-no-2023-120_validacion-de-inversion-idc-construccion-s-r-l-milly-la-vida-es-una-sola.pdf
1738,CIPAC-2023-121,2023,,,847,516,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"PRODUCCIONES GUAYACANES 007, S.R.L.",1-32-31982-6,,LA CIGUEÑA,2023-01-27,2023-03-02,77890000.0,77890000.0,100.0,84679451.0,84656299.0,1.0,0,,0,,resolucion-cipac-no-2023-121_validacion-de-inversion-banco-popular-dominicano-s-a-banco-multiple-la-ciguena.pdf
1739,CIPAC-2023-122,2023,,,847,516,art_34,approved,"CONSORCIO DE TARJETAS DOMINICANAS, S.A.",1-01-65432-5,"PRODUCCIONES GUAYACANES 007, S.R.L.",1-32-31982-6,,LA CIGUEÑA,2023-01-27,2023-03-02,6766299.0,6766299.0,100.0,84679451.0,84656299.0,1.0,0,,0,,resolucion-cipac-no-2023-122_validacion-de-inversion-consorcio-de-tarjetas-dominicanas-s-a-la-ciguena.pdf
1740,CIPAC-2023-123,2023,,,868,515,art_34,approved,"FARMACIA SAN LUIS DE SANTIAGO DE LOS CABALLEROS, S.R.L.",1-30-62353-8,"FÉNIX LEGENDARIO STUDIOS, S.R.L.",1-31-25185-4,,NUESTRA TIERRA,2023-01-31,2023-03-02,1496500.0,1496500.0,100.0,29551415.15,9801344.52,1.0,0,,0,,resolucion-cipac-no-2023-123_validacion-de-inversion-farmacia-san-luis-de-santiago-de-los-caballeros-s-r-l-nuestra-tierra.pdf
1741,CIPAC-2023-124,2023,,,868,515,art_34,approved,"TARRAUTO, S.A.",1-01-62355-1,"FÉNIX LEGENDARIO STUDIOS, S.R.L.",1-31-25185-4,,NUESTRA TIERRA,2023-01-31,2023-03-02,300000.0,300000.0,100.0,29551415.15,300000.0,1.0,0,,0,,resolucion-cipac-no-2023-124_validacion-de-inversion-tarrauto-s-a-nuestra-tierra.pdf
1742,CIPAC-2023-125,2023,,,868,515,art_34,approved,"INDUSTRIA DE PRODUCTOS LÁCTEOS CORONA, S.R.L.",1-30-31858-1,"FÉNIX LEGENDARIO STUDIOS, S.R.L.",1-31-25185-4,,NUESTRA TIERRA,2023-01-31,2023-03-02,4000000.0,4000000.0,100.0,29551415.15,9801344.52,1.0,0,,0,,resolucion-cipac-no-2023-125_validacion-de-inversion-industria-de-productos-lacteos-corona-s-r-l-nuestra-tierra.pdf
1743,CIPAC-2023-126,2023,,,868,515,art_34,approved,"TRANSPORTE MA, S.R.L.",1-30-11886-8,"FÉNIX LEGENDARIO STUDIOS, S.R.L.",1-31-25185-4,,NUESTRA TIERRA,2023-01-31,2023-03-02,2000000.0,2000000.0,100.0,29551415.15,2000000.0,1.0,0,,0,,resolucion-cipac-no-2023-126_validacion-de-inversion-transporte-m-a-s-r-l-nuestra-tierra.pdf
1744,CIPAC-2023-127,2023,,,868,515,art_34,approved,"ENA INGENIERÍA Y MATERIALES, S.R.L.",1-30-95640-5,"FÉNIX LEGENDARIO STUDIOS, S.R.L.",1-31-25185-4,,NUESTRA TIERRA,2023-01-31,2023-03-02,2000000.0,2000000.0,100.0,29551415.15,9801344.52,1.0,0,,0,,resolucion-cipac-no-2023-127_validacion-de-inversion-ena-igeneria-y-materiales-s-r-l-nuestra-tierra.pdf
1745,CIPAC-2023-128,2023,,,869,533,art_34,approved,"BANCO DE AHORRO Y CRÉDITO ADOPEM, S.A.",1-03-00310-9,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,2000000.0,2000000.0,100.0,59916580.56,59493184.0,0.9,0,,1,investor_rnc|set_manual|null|1-03-00310-9|OCR omitted RNC label before investor RNC number|Resolution PDF header p.1|2026-07-23|JDP,resolucion-cipac-no-2023-128_validacion-de-inversion-banco-de-ahorro-y-credito-adopem-s-a-camara-profundo.pdf
1746,CIPAC-2023-129,2023,,,869,533,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,22500000.0,22500000.0,100.0,59916580.56,59493184.0,1.0,0,,0,,resolucion-cipac-no-2023-129_validacion-de-inversion-banco-popular-dominicano-s-a-banco-multiple-coma-profundo.pdf
1747,CIPAC-2023-130,2023,,,869,533,art_34,approved,"ADMINISTRADORA DE FONDOS DE PENSIONES RESERVAS, S.A.",1-01-86939-9,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,10000000.0,10000000.0,100.0,59916580.56,59493184.0,1.0,0,,0,,resolucion-cipac-no-2023-130_validacion-de-inversion-administradora-de-fondos-de-pensiones-reservas-s-a-coma-profundo.pdf
1748,CIPAC-2023-131,2023,,,869,533,art_34,approved,"BANCO MÚLTIPLE BDI, S.A.",1-01-04029-7,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,5000000.0,5000000.0,100.0,59916580.56,59493184.0,1.0,0,,0,,resolucion-cipac-no-2023-131_validacion-de-inversion-banco-multiple-bdi-s-a-coma-profundo.pdf
1749,CIPAC-2023-132,2023,,,869,533,art_34,approved,"PASTEURIZADORA RICA, S.A.",1-01-00441-1,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,5000000.0,5000000.0,100.0,59916580.56,59493184.0,1.0,0,,0,,resolucion-cipac-no-2023-132_validacion-de-inversion-pasteurizadora-rica-s-a-coma-profundo.pdf
1750,CIPAC-2023-133,2023,,,869,533,art_34,approved,"PLAZA LAMA, S.A.",1-01-17111-1,"MIRAXIS FILMS, S.R.L.",1-32-00518-1,,COMA PROFUNDO,2023-01-31,2023-03-02,14993184.0,14993184.0,100.0,59916580.56,59493184.0,1.0,0,,0,,resolucion-cipac-no-2023-133_validacion-de-inversion-plaza-lama-s-a-coma-profundo.pdf
1751,CIPAC-2023-134,2023,,,828,490,art_34,approved,"FONT GAMUNDI, S.A.",1-03-00009-6,"MINERVAS PRODUCCIONES, S.R.L.",1-32-25160-1,,ASÍ GANAMOS,2023-01-31,2023-03-02,1997614.21,1997614.21,100.0,11072975.09,2397614.21,1.0,0,,0,,resolucion-cipac-no-2023-134_validacion-de-inversion-font-gaumundi-s-a-asi-ganamos.pdf
1752,CIPAC-2023-135,2023,,,828,490,art_34,approved,"JMF ARQUITECTOS, S.R.L.",1-30-81363-9,"MINERVAS PRODUCCIONES, S.R.L.",1-32-25160-1,,ASÍ GANAMOS,2023-01-31,2023-03-02,400000.0,400000.0,100.0,11072975.09,2397614.21,1.0,0,,0,,resolucion-cipac-no-2023-135_validacion-de-inversion-jmf-arquitectos-s-r-l-asi-ganamos.pdf
1753,CIPAC-2023-136,2023,,,909,398,art_34,approved,"INDUVECA, S.A.",1-22-01122-6,"LOLO FILMS, S.R.L.",1-32-02470-2,,LA GRANDE,2023-01-31,2023-03-02,10000000.0,10000000.0,100.0,102171685.08,53000000.0,1.0,0,,0,,resolucion-cipac-no-2023-136_validacion-de-inversion-induveca-s-a-la-grande.pdf
1754,CIPAC-2023-137,2023,,,909,398,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"LOLO FILMS, S.R.L.",1-32-02470-2,,LA GRANDE,2023-01-31,2023-03-02,40000000.0,40000000.0,100.0,102171685.08,53000000.0,1.0,0,,0,,resolucion-cipac-no-2023-137_validacion-de-inversion-cerveceria-nacional-dominicano-s-a-la-grande.pdf
1755,CIPAC-2023-138,2023,,,909,398,art_34,approved,"CONSTRUCTORA PROMOTORA AMRZ & ASOCIADOS, S.A.S.",1-30-99906-6,"LOLO FILMS, S.R.L.",1-32-02470-2,,LA GRANDE,2023-01-31,2023-03-02,500000.0,500000.0,100.0,102171685.08,53000000.0,1.0,0,,0,,resolucion-cipac-no-2023-138_validacion-de-inversion-constructora-promotora-amrz-asociados-s-r-l-la-grande.pdf
1756,CIPAC-2023-139,2023,,,909,398,art_34,approved,"ASA & ASOCIADOS, S.R.L.",1-01-78059-2,"LOLO FILMS, S.R.L.",1-32-02470-2,,LA GRANDE,2023-01-31,2023-03-02,500000.0,500000.0,100.0,102171685.08,53000000.0,1.0,0,,0,,resolucion-cipac-no-2023-139_validacion-de-inversion-asa-asociados-s-r-l-la-grance.pdf
1757,CIPAC-2023-140,2023,,,909,398,art_34,approved,"INTEGRA POWER, S.A.S.",1-32-19888-3,"LOLO FILMS, S.R.L.",1-32-02470-2,,LA GRANDE,2023-01-31,2023-03-02,2000000.0,2000000.0,100.0,102171685.08,2000000.0,1.0,0,,0,,resolucion-cipac-no-2023-140_validacion-de-inversion-integra-power-s-a-s-la-grande.pdf
1758,CIPAC-2023-141,2023,,,886,530,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S.A.",1-02-61324-9,"SELENE FILMS MANAGEMENTS, S.R.L.",1-31-50486-8,,ZAFARI,2023-02-02,2023-03-02,7000000.0,7000000.0,100.0,45000000.0,7000000.0,0.9,0,,1,total_budget_approved|set_manual|null|45000000.00|OCR read resupuesto instead of presupuesto|Resolution PDF budget section|2026-07-23|JDP,resolucion-cipac-no-2023-141_validacion-de-inverson-aeropuerto-internacional-del-cibao-s-a-zafari.pdf
1759,CIPAC-2023-142,2023,,,886,530,art_34,approved,"AES ANDRES DR, S.A.",1-31-13781-4,"SELENE FILMS MANAGEMENTS, S.R.L.",1-31-50486-8,,ZAFARI,2023-02-02,2023-03-02,10000000.0,10000000.0,100.0,45000000.0,44999942.0,1.0,0,,0,,resolucion-cipac-no-2023-142_validacion-de-inversion-aes-andres-dr-s-a-zafari.pdf
1760,CIPAC-2023-143,2023,,,886,530,art_34,approved,"LEAR INVESTMENTS, S.A.",1-31-29583-5,"SELENE FILMS MANAGEMENTS, S.R.L.",1-31-50486-8,,ZAFARI,2023-02-02,2023-03-02,10000000.0,10000000.0,100.0,45000000.0,44999942.0,1.0,0,,0,,resolucion-cipac-no-2023-143_validacion-de-inversion-lear-inverstments-s-a-zafari.pdf
1761,CIPAC-2023-144,2023,,,886,530,art_34,approved,"TRANSAGRÍCOLA, S.R.L.",1-02-01950-9,"SELENE FILMS MANAGEMENTS, S.R.L.",1-31-50486-8,,ZAFARI,2023-02-02,2023-03-02,1500000.0,1500000.0,100.0,45000000.0,44999942.0,0.9,0,,1,pur_number|set_manual|null|886|OCR read Permiso Unico de Rodaje No. PUR 886 instead of standard format|Resolution PDF header p.1|2026-07-23|JDP,resolucion-cipac-no-2023-144_validacion-de-inversion-transagricola-s-r-l-zafari.pdf
1762,CIPAC-2023-145,2023,,,886,530,art_34,approved,"ASOCIACIÓN CIBAO DE AHORRO Y PRÉSTAMOS, S.A.",4-02-00186-4,"SELENE FILMS MANAGEMENTS, S.R.L.",1-31-50486-8,,ZAFARI,2023-02-02,2023-03-02,16499942.0,16499942.0,100.0,45000000.0,16500000.0,0.9,0,,1,total_budget_approved|set_manual|null|45000000.00|OCR read esto instead of presupuesto in budget paragraph|Resolution PDF budget section|2026-07-23|JDP,resolucion-cipac-no-2023-145_validacion-de-inversion-asociacion-cibao-de-ahorros-y-prestamos-zafari.pdf
1763,CIPAC-2023-146,2023,,,872,538,art_34,approved,"BANCO DE AHORRO Y CRÉDITO ADOPEM, S.A.",1-03-00310-9,"FRONTERA FILMS, S.R.L.",1-31-75564-1,,OPERACION MARRUECOS,2023-02-02,2023-03-02,695000.0,695000.0,100.0,68998422.72,9438612.47,1.0,0,,0,,resolucion-cipac-no-2023-146_validacion-de-inversion-banco-de-ahorro-y-credito-adopem-s-a-operacin-marruecos.pdf
1764,CIPAC-2023-147,2023,,,872,538,art_34,approved,"INDUSTRIAS NIGUA, S.A.",1-01-00485-1,"FRONTERA FILMS, S.R.L.",1-31-75564-1,,OPERACION MARRUECOS,2023-02-02,2023-03-02,5743570.0,5743570.0,100.0,68998422.72,9438612.47,1.0,0,,0,,resolucion-cipac-no-2023-147_validacion-de-inversion-industrias-nigua-s-a-operacion-marruecos.pdf
1765,CIPAC-2023-148,2023,,,872,538,art_34,approved,"SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSIÓN BHD, S.A. (SAFI-BHD)",1-30-90241-2,"FRONTERA FILMS, S.R.L.",1-31-75564-1,,OPERACION MARRUECOS,2023-02-02,2023-03-02,3000000.0,3000000.0,100.0,68998422.72,9438612.47,1.0,0,,0,,resolucion-cipac-no-2023-148_validacion-de-inversion-sociedad-administradora-de-fondos-de-inversion-bhd-s-a-operacion-marruecos.pdf
1766,CIPAC-2023-149,2023,,,824,491,art_34,approved,"ALTICE DOMINICANA, S.A.",1-01-61878-7,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,25000000.0,25000000.0,100.0,84999900.0,81866809.0,1.0,0,,0,,resolucion-cipac-no-2023-149_validacion-de-inversion-altice-dominicana-s-a-teacher-mechy.pdf
1767,CIPAC-2023-150,2023,,,824,491,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,25000000.0,25000000.0,100.0,84999900.0,81866809.0,1.0,0,,0,,resolucion-cipac-no-2023-150_validacion-de-inversion-banco-popular-dominicano-s-a-teacher-mechy.pdf
1768,CIPAC-2023-151,2023,,,824,491,art_34,approved,"BANCO MÚLTIPLE BDI, S.A.",1-01-04029-7,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,15000000.0,15000000.0,100.0,84999900.0,15000000.0,1.0,0,,0,,resolucion-cipac-no-2023-151_validacion-de-inversion-banco-multiple-bdi-s-a-teacher-mechy.pdf
1769,CIPAC-2023-152,2023,,,824,491,art_34,approved,"EL CATADOR, S.A.",1-01-06070-2,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,12866264.0,12866264.0,100.0,84999900.0,81866809.0,1.0,0,,0,,resolucion-cipac-no-2023-152_validacion-de-inversion-el-catador-s-a-teacher-mechy.pdf
1770,CIPAC-2023-153,2023,,,824,491,art_34,approved,"CENTROS DEL CARIBE, S.A.S.",1-01-70451-9,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,3000545.0,3000545.0,100.0,84999900.0,81866809.0,1.0,0,,0,,resolucion-cipac-no-2023-153_validacion-de-inversion-centro-del-caribe-s-a-s-teacher-mechy.pdf
1771,CIPAC-2023-154,2023,,,824,491,art_34,approved,"QUALA DOMINICANA, S.A.",1-01-74167-8,"TEACHER FILMS, S.R.L.",1-32-49606-1,,TEACHER MECHY,2023-02-03,2023-03-02,1000000.0,1000000.0,100.0,84999900.0,1000000.0,1.0,0,,0,,resolucion-cipac-no-2023-154_validacion-de-inversion-quala-dominicana-s-a-teacher-mechy.pdf
1772,CIPAC-2023-155,2023,,,932,567,art_34,approved,"AEROPUERTO INTERNACIONAL DEL CIBAO, S.A.",1-02-61324-9,"CAKTUS FILMS, S.R.L.",1-32-49106-8,,VALIENTES,2023-02-06,2023-03-02,5000000.0,5000000.0,100.0,15359998.55,5000000.0,1.0,0,,0,,resolucion-cipac-no-2023-155_validacion-de-inversion-aeropuerto-internacional-del-cibao-s-a-valientes.pdf
1773,CIPAC-2023-156,2023,,,898,415,art_34,approved,"EDITORA EL NUEVO DIARIO, S.A.",1-01-10050-8,"METRO FILMS, S.R.L.",1-30-97291-5,,HISTORIA DEL BEISBOL DOMINICANO,2023-02-06,2023-03-02,1500000.0,1500000.0,100.0,61281324.49,41280560.0,1.0,0,,0,,resolucion-cipac-no-2023-156_validacion-de-inversion-editora-el-nuevo-diario-s-a-historia-del-beisbol-dominicano.pdf
1774,CIPAC-2023-157,2023,,,898,415,art_34,approved,"PASTEURIZADORA RICA, S.A.",1-01-00441-1,"METRO FILMS, S.R.L.",1-30-97291-5,,HISTORIA DEL BEISBOL DOMINICANO,2023-02-06,2023-03-02,5000000.0,5000000.0,100.0,61281324.49,41280560.0,1.0,0,,0,,resolucion-cipac-no-2023-157_validacion-de-inversion-pasturizadora-rica-s-a-historia-del-baisbol-dominicano.pdf
1775,CIPAC-2023-158,2023,,,898,415,art_34,approved,"PETROMÓVIL, S.A.",1-01-69727-1,"METRO FILMS, S.R.L.",1-30-97291-5,,HISTORIA DEL BEISBOL DOMINICANO,2023-02-06,2023-03-02,2000000.0,2000000.0,100.0,61281324.49,41280560.0,1.0,0,,0,,resolucion-cipac-no-2023-158_validacion-de-inversion-petromovil-s-a-historia-del-beisbol-dominicano.pdf
1776,CIPAC-2023-159,2023,,,898,415,art_34,approved,"J.D. GUERRERO, S.R.L.",1-01-00510-6,"METRO FILMS, S.R.L.",1-30-97291-5,,HISTORIA DEL BEISBOL DOMINICANO,2023-02-06,2023-03-02,5780560.0,5780560.0,100.0,61281324.49,41280560.0,1.0,0,,0,,resolucion-cipac-no-2023-159_validacion-de-inversion-j-d-guerrero-s-r-l-historia-del-baisbol-dominicano.pdf
1777,CIPAC-2023-160,2023,,,898,415,art_34,approved,"VICTORIA YEB, S.A.",1-30-05391-1,"METRO FILMS, S.R.L.",1-30-97291-5,,HISTORIA DEL BEISBOL DOMINICANO,2023-02-06,2023-03-02,27000000.0,27000000.0,100.0,61281324.49,41280560.0,1.0,0,,0,,resolucion-cipac-no-2023-160_validacion-de-inversionvictoria-yeb-s-a-historia-del-beisbol-dominicano.pdf
1778,CIPAC-2023-161,2023,,,864,525,art_34,approved,"MAGNA MOTORS, S.A.",1-01-05557-1,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,SUGAR ISLAND,2023-02-06,2023-03-02,20000000.0,20000000.0,100.0,69999097.96,56116682.0,1.0,0,,0,,resolucion-cipac-no-2023-161_validacion-de-inversion-magna-motors-s-a-sugar-island.pdf
1779,CIPAC-2023-162,2023,,,864,525,art_34,approved,"PLAZA LAMA, S.A.",1-01-17111-1,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,SUGAR ISLAND,2023-02-06,2023-03-02,10000000.0,10000000.0,100.0,69999097.96,56116682.0,1.0,0,,0,,resolucion-cipac-no-2023-162_validacion-de-inversion-plaza-lama-s-a-sugar-island.pdf
1780,CIPAC-2023-163,2023,,,864,525,art_34,approved,"CARIBETRANS, S.A.S.",1-01-03496-3,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,SUGAR ISLAND,2023-02-06,2023-03-02,4831050.65,4831050.65,100.0,69999097.96,56116682.0,1.0,0,,0,,resolucion-cipac-no-2023-163_validacion-de-inversion-caribetrans-s-a-s-sugar-island.pdf
1781,CIPAC-2023-164,2023,,,864,525,art_34,approved,"MARÍTIMA DEL CARIBE DOMINICANA, S.A.S.",1-01-66984-5,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,SUGAR ISLAND,2023-02-06,2023-03-02,8088272.44,8088272.44,100.0,69999097.96,8088272.44,1.0,0,,0,,resolucion-cipac-no-2023-164_validacion-de-inversion-maritima-del-caribe-dominicana-s-a-s-sugar-island.pdf
1782,CIPAC-2023-165,2023,,,864,525,art_34,approved,"MARÍTIMA DOMINICANA, S.A.S.",1-01-02960-9,"GUASÁBARA CINE, S.R.L.",1-31-00880-1,,SUGAR ISLAND,2023-02-06,2023-03-02,13200359.02,13200359.02,100.0,69999097.96,56116682.0,1.0,0,,0,,resolucion-cipac-no-2023-165_validacion-de-inversion-maritima-dominicana-s-a-s-sugar-island.pdf
1783,CIPAC-2023-166,2023,,,866,526,art_34,approved,"CERVECERÍA NACIONAL DOMINICANA, S.A.",1-01-00372-3,"NAYAM FILMS, S.R.L.",1-32-49602-7,,COLAO 2,2023-02-07,2023-03-02,30000000.0,30000000.0,100.0,89995000.0,53787230.28,1.0,0,,0,,resolucion-cipac-no-2023-166_validacion-de-inversion-cerveceria-nacional-dominicana-s-a-colao-2.pdf
1784,CIPAC-2023-167,2023,,,866,526,art_34,approved,"BANCO POPULAR DOMINICANO, S. A. BANCO MÚLTIPLE",1-01-01063-2,"NAYAM FILMS, S.R.L.",1-32-49602-7,,COLAO 2,2023-02-07,2023-03-02,12800000.0,12800000.0,100.0,89995000.0,53787230.28,1.0,0,,0,,resolucion-cipac-no-2023-167_validacion-de-inversion-banco-popular-dominicano-s-a-bamco-multiple-colao-2.pdf
1785,CIPAC-2023-168,2023,,,866,526,art_34,approved,"QUALA DOMINICANA, S.A.",1-01-74167-8,"NAYAM FILMS, S.R.L.",1-32-49602-7,,COLAO 2,2023-02-07,2023-03-02,5500000.0,5500000.0,100.0,89995000.0,53787230.28,1.0,0,,0,,resolucion-cipac-no-2023-168_validacion-de-inversion-quala-dominicana-s-a-colao-2.pdf
1786,CIPAC-2023-169,2023,,,866,526,art_34,approved,"CONSORCIO ENERGÉTICO PUNTA CANA MACAO, S.A.",1-01-58340-1,"NAYAM FILMS, S.R.L.",1-32-49602-7,,COLAO 2,2023-02-07,2023-03-02,5000000.0,5000000.0,100.0,89995000.0,53787230.28,1.0,0,,0,,resolucion-cipac-no-2023-169_validacion-de-inversion-consorcio-energetico-punta-cana-macao-s-a-cepm-colao2.pdf
1787,CIPAC-2023-170,2023,,,901,496,art_34,approved,"COBINCA, S.A.",1-01-19447-2,"CARDO SANTO PRODUCCIONES, S.R.L.",1-31-70634-7,,LA BACHATA DEL BIÓNICO,2023-02-07,2023-03-02,12590542.23,12590542.23,100.0,39946527.0,28240542.23,1.0,0,,0,,resolucion-cipac-no-2023-170_validacion-de-inversion-cobinca-s-r-l-la-bachata-del-bionico.pdf
1788,CIPAC-2023-171,2023,,,901,496,art_34,approved,"COSANCA, S.A.S.",1-01-02235-3,"CARDO SANTO PRODUCCIONES, S.R.L.",1-31-70634-7,,LA BACHATA DEL BIÓNICO,2023-02-07,2023-03-02,4000000.0,4000000.0,100.0,39946527.0,28240542.23,1.0,0,,0,,resolucion-cipac-no-2023-171_validacion-de-inversion-cosanca-s-a-s-la-bachata-del-bionico.pdf
1789,CIPAC-2023-172,2023,,,901,496,art_34,approved,"DISASHOP DOMINICANA, S.R.L.",1-30-17301-1,"CARDO SANTO PRODUCCIONES, S.R.L.",1-31-70634-7,,LA BACHATA DEL BIÓNICO,2023-02-07,2023-03-02,2650000.0,2650000.0,100.0,39946527.0,28240542.23,1.0,0,,0,,resolucion-cipac-no-2023-172_validacion-de-inversion-disashop-dominicana-s-r-l-la-bachata-del-bionico.pdf
1790,CIPAC-2023-173,2023,,,901,496,art_34,approved,"GRUPO COMETA, S.A.S.",1-01-01943-3,"CARDO SANTO PRODUCCIONES, S.R.L.",1-31-70634-7,,LA BACHATA DEL BIÓNICO,2023-02-07,2023-03-02,7000000.0,7000000.0,100.0,39946527.0,28240542.23,1.0,0,,0,,resolucion-cipac-no-2023-173_validacion-de-inversion-grupo-cometa-s-a-s-la-bachata-del-bionico.pdf
1791,CIPAC-2023-174,2023,,,901,496,art_34,approved,"PROMOCIONES Y PROYECTOS, S.A.",1-01-03587-2,"CARDO SANTO PRODUCCIONES, S.R.L.",1-31-70634-7,,LA BACHATA DEL BIÓNICO,2023-02-07,2023-03-02,2000000.0,2000000.0,100.0,39946527.0,28240542.23,1.0,0,,0,,resolucion-cipac-no-2023-174_validacion-de-inversion-promociones-proyectos-s-r-l-la-bachata-del-biodegradable.pdf
1792,CIPAC-2023-175,2023,,,914,557,art_34,approved,"INMOBILIARIA RAMCO, S.R.L.",1-01-03152-2,"THE ONLY ONE FILMS, S.R.L.",1-32-37755-9,,LA CUNA,2023-02-07,2023-03-02,7000000.0,7000000.0,100.0,84999999.22,40100000.0,1.0,0,,0,,resolucion-cipac-no-2023-175_validacion-de-inversion-inmobiliaria-ramco-s-r-l-la-cuna.pdf
1793,CIPAC-2023-176,2023,,,914,557,art_34,approved,"MAGNA CORREDORES, S.R.L.",1-30-68202-1,"THE ONLY ONE FILMS, S.R.L.",1-32-37755-9,,LA CUNA,2023-02-07,2023-03-02,700000.0,700000.0,100.0,84999999.22,700000.0,1.0,0,,0,,resolucion-cipac-no-2023-176_validacion-de-inversion-magna-corredores-s-r-l-la-cuna.pdf
1794,CIPAC-2023-177,2023,,,914,557,art_34,approved,"MAGNA MOTORS, S.A.",1-01-05557-1,"THE ONLY ONE FILMS, S.R.L.",1-32-37755-9,,LA CUNA,2023-02-07,2023-03-02,4500000.0,4500000.0,100.0,84999999.22,40100000.0,1.0,0,,0,,resolucion-cipac-no-2023-177_validacion-de-inversion-magna-motors-s-a-la-cuna.pdf
1795,CIPAC-2023-178,2023,,,914,557,art_34,approved,"LA INNOVACIÓN, S.R.L.",1-01-00583-1,"THE ONLY ONE FILMS, S.R.L.",1-32-37755-9,,LA CUNA,2023-02-07,2023-03-02,23000000.0,23000000.0,100.0,84999999.22,40100000.0,1.0,0,,0,,resolucion-cipac-no-2023-178_validacion-de-inversion-la-innovacion-s-r-l-la-cuna.pdf
1796,CIPAC-2023-179,2023,,,914,557,art_34,approved,"EMPRESAS LASA, S.R.L.",1-01-03118-2,"THE ONLY ONE FILMS, S.R.L.",1-32-37755-9,,LA CUNA,2023-02-07,2023-03-02,4900000.0,4900000.0,100.0,84999999.22,40100000.0,1.0,0,,0,,resolucion-cipac-no-2023-179_validacion-de-inversion-empresa-lasa-s-r-l-la-cuna.pdf
1797,CIPAC-2023-180,2023,,,921,474,art_34,approved,"CIELOS ACÚSTICOS, S.R.L.",1-01-75637-3,"VOCES ROTAS FILMS, S.R.L.",1-32-25599-2,,LAS TRES-VOCES ROTAS,2023-02-07,2023-03-02,3000000.0,3000000.0,100.0,59768567.68,16000002.0,1.0,0,,0,,resolucion-cipac-no-2023-180_validacion-de-inversion-cielos-acusticos-s-r-l-las-tres-voces-rotas.pdf
